Vamos tentar alguma coisa!	ALGUM COISA TENTAR
Betty gosta de música clássica.	CLÁSSICO BETTY MÚSICA GOSTAR
Ken não teve coragem de tentar de novo.	NOVO KEN CORAGEM TENTAR NÃO_TER {NÃO}(headshake)
O cachorro come muita carne todo dia.	CACHORRO MUITA TODO CARNE DIA COMER
Eu era uma criança saudável.	EU SAUDÁVEL CRIANÇA
Eu vou abrir a cortina para você ver.	EU VOCÊ VER CORTINA ABRIR
Nós esperamos por ele até 10 horas.	NÓS HORA DELE 10 ESPERAR
Posso me sentar do seu lado?	{LADO SEU EU SENTAR PODER}(q)
Ela pediu a Bob que ele a ensinasse a esquiar.	ELE ELE BOB A ENSINAR ESQUIAR PEDIR
Hoje estudaremos Charles Dickens.	HOJE CHARLES DICKENS ESTUDAR
As normas têm por objetivo definir as características de qualidade para o mel.	NORMAS OBJETIVO CARACTERÍSTICAS QUALIDADE MEL DEFINIR TER
Gosto muito desta maneira de preparar batatas.	ESTE MANEIRA BATATAS EU GOSTAR PREPARAR
Tomates podem ser servidos quentes ou frios, como entrada ou acompanhamento.	TOMATES QUENTES OU COMO FRIOS ENTRADA OU ACOMPANHAMENTO SERVIR PODER
O cão pode ser preparado de diversas maneiras.	CÃO DIVERSAS MANEIRAS PREPARAR PODER
Há alguma diferença entre tomar os suplementos com leite animal ou vegetal?	{ALGUM DIFERENÇA ANIMAL OU VEGETAL LEITE HAVER TOMAR}(q)
A combinação com uma calda não muito salgada é perfeita.	SALGAR COMBINAÇÃO CALDA SALGAR PERFAZER (NÃO)
Esta sentença não está escrita de forma clara.	CLARO SENTENÇA ESTE ESCREVER FORMA (NÃO)
Mary matou Abbott.	MARY ABBOTT MATAR
É esta a janela que foi partida pelo rapaz.	ESTA JANELA PARTIDA RAPAZ
Até recentemente, a maior parte das coisas de que nós precisávamos eram feitas à mão.	ATÉ RECENTE MAIOR PARTE NÓS COISAS MÃO PRECISAR FAZER
"O Ken está ocupado?" "Sim, ele está ocupado."	KEN OCUPAR SIM ELE OCUPAR
O tufão atingiu a cidade, produzindo grandes estragos.	TUFÃO GRANDES ESTRAGOS CIDADE ATINGIR PRODUZIR
Gostaria de ter sido mais simpático com a rapariga.	ELE GOSTAR SIMPÁTICO MULHER RAPAZ MAIS
Quem descobriu o elemento químico rádio?	QUÍMICO RÁDIO ELEMENTO DESCOBRIR QUEM (NÃO)
Estou contra esse projecto de lei.	ESSE PROJECTO LEI
Rir-se dos seus problemas é típico dele.	ELE RIR PROBLEMA SEU TÍPICO DELE
Obriguei-o a ir lá imediatamente.	IMEDIATO O LÁ IR CONTROLAR
O projecto implica grandes despesas.	GRANDES PROJECTO DESPESAS IMPLICAR
Estou sempre a dizê-lo.	SEMPRE DIZER
Curiosamente, ele não estava a par da notícia.	CURIOSO ELE NOTÍCIA (NÃO)
Todos nós considerámos a tua ideia irrealista.	IRREALISTA TODO NÓS PENSAR TEU CONSIDERAR
Tu deverias simplesmente fazê-lo, como disseste que o farias.	DEVER O FAZER TU DIZER FAZER
Graças a eles, eu finalmente restabeleci-me.	FINAL EU EU ELES RESTABELECER
Este ar condicionado consome muita electricidade.	ESTE AR ELECTRICIDADE MUITA CONDICIONAR CONSUMIR
Ele veio de carro.	ELE CARRO VIR
Isto vai tratar da tua dor de cabeça num instante.	ELE DOR CABEÇA INSTANTE TEU TRATAR
Os dois professores tinham o mesmo número de estudantes.	MESMO PROFESSOR NÚMERO 2 ESTUDANTE TER
É difícil visitar Tóquio em alguns dias.	DIFÍCIL ALGUM VISITAR TÓQUIO DIAS
Eu lembro-me do que ele disse.	EU ELE EU DO QUE DIZER LEMBRAR
Vai em frente por esta rua.	ESTE FRENTE RUA ELE IR
Consulta a lista telefónica.	TELEFÓNICO LISTA ELE CONSULTAR
Ele mede quase seis pés.	QUASE ELE 6 PÉ MEDIR
Ele ganhou grande prestígio como cientista.	GRANDE COMO ELE PRESTÍGIO CIENTISTA GANHAR
Londres foi várias vezes bombardeada.	LONDRES VÁRIOS BOMBARDEAR MULHER VEZ IR
Poderias massajar-me o peito?	{TU PODER PEITO MASSAJAR ME}(q)
Estou preocupado com os resultados do exame.	PREOCUPAR RESULTADOS EXAME
Quanto mais velhos ficamos, pior é a nossa memória.	QUANTO MAIS MEMÓRIA NOSSO PIOR
Ele não te compreendeu.	ELE TU COMPREENDER (NÃO)
Ele disse que sofria de uma forte dor de cabeça.	ELE FORTE CABEÇA DOR DIZER
Não deixes de me visitar, um destes dias.	EU DIAS VISITAR DEIXAR (NÃO)
Muitas pessoas famosas apoiam o movimento.	FAMOSAS PESSOA MOVIMENTO MUITAS ELES APOIAR
Se queres emagrecer, deverias parar de debicar.	TU DEVER EMAGRECER PARAR DEBICAR QUERER
Logo que saí da loja, dei com o meu professor.	LOGO QUE LOJA MEU SAÍ PROFESSOR
Depois de lavar as janelas, parece sempre que há traços de sujidade.	DEPOIS SEMPRE QUE JANELAS HAVER LAVAR TRAÇOS SUJIDADE PARECER
Tomaremos em conta os seus sentimentos.	SENTIMENTOS SEU ELE CONTAR TOMAR
Receberá um e-mail de confirmação logo que a sua conta tiver sido activada por um administrador.	LOGO QUE CONTA E MAIL SEU ACTIVAR CONFIRMAÇÃO ADMINISTRADOR RECEBER
Ela achou essencial dar aos seus filhos o hábito de se levantar cedo.	CEDO ELE ESSENCIAL HÁBITO SEU FILHOS DAR ACHAR LEVANTAR
Ela tem mais ou menos a minha idade.	ELE IDADE MEU TER
Ele fez fortuna graças à sua frugalidade.	GRAÇAS ELE FORTUNA FRUGALIDADE SEU FAZER
Eu discuti com ele até obter o seu consentimento.	EU SEU OBTER CONSENTIMENTO DELE DISCUTIR
Ele atrasou-se por causa da neve.	ELE CAUSA NEVE ATRASAR
Ele perdeu-se no meio da neve.	ELE MEIO NEVE PERDER
Ele está sempre a dizer mal dos outros.	SEMPRE ELE MAL OUTROS DIZER
Ele não tomou parte na conspiração. Era o seu irmão, e não ele, que estava contra o governo.	ELE PARTE CONSPIRAÇÃO TOMAR NÃO IRMÃO SEU SÓ ELE GOVERNO (NÃO)
Ele é teimoso nas suas opiniões.	ELE TEIMOSO MULHER OPINIÃO SEU
Ele estava determinado a ir, portanto eu decidi ajudá-lo o melhor que podia.	ELE DETERMINAR IR PORTANTO EU MELHOR AJUDAR DECIDIR PODER
Receio que ele nunca admitirá a sua culpa.	RECEIO ELE CULPA SEU NUNCA NÃO
Ele nunca bebeu vinho.	ELE BEBER NUNCA NÃO
Ele tem o poder absoluto.	ABSOLUTO ELE PODER TER
Ele desistiu, desesperado.	ELE DESESPERAR DESISTIR
Ele veio a casa desesperado.	ELE DESESPERADO CASA VIR
Ele perdeu esperança e suicidou-se com veneno.	ELE ESPERANÇA PERDER SÓ VENENO ELE SUICIDAR
A casa deles está cheia de risos e amor.	CASA CHEIO SÓ AMOR RISOS
Os trabalhos foram distribuídos no primeiro de setembro.	TRABALHOS PRIMEIRO SETEMBRO DISTRIBUIR
Estavam prestes a perder a paciência.	PRESTES PACIÊNCIA
Como falavam em chinês, não percebi nada do que eles disseram.	COMO ELES CHINÊS NADA DO QUE DIZER FALAR PERCEBER (NÃO)
Eles continuaram a conversa.	ELES CONVERSA CONTINUAR
Ele escreveu muitos livros sobre a China.	ELE LIVRO CHINA MUITOS ESCREVER
Ele gostaria de ir à China.	ELE CHINA IR GOSTAR
Ele fala um pouco Chinês.	ELE UM POUCO CHINÊS FALAR
Ele fumava um cigarro depois do almoço.	DEPOIS ELE CIGARRO ALMOÇO FUMAR
Ele apoiou-se a uma coluna e contemplou a Estátua da Liberdade.	ELE COLUNA APOIAR SÓ ESTÁTUA DA LIBERDADE CONTEMPLAR
Ele continuou a trabalhar até à noite.	ATÉ ELE NOITE TRABALHAR CONTINUAR
Ele trabalha na quinta de manhã até à noite.	ATÉ ELE QUINTA NOITE TRABALHAR
Ele partiu às quatro da manhã.	ELE MANHÃ 4 PARTIR
Ele tinha o hábito de comer pão ao pequeno almoço.	ELE HÁBITO PEQUENO ALMOÇO PÃO TER COMER
Ele tomou um duche antes do pequeno-almoço.	ANTES ELE DUCHE PEQUENO ALMOÇO TOMAR
Ele não se levantou cedo esta manhã.	CEDO ELE ESTE MANHÃ LEVANTAR (NÃO)
Ele tentou nadar contra a maré.	ELE MARÉ NADAR TENTAR
Ele perdeu-se na cidade.	ELE CIDADE PERDER
Ele é conhecido na cidade.	ELE CIDADE CONHECER
Ele dirigiu-se ao seu auditório com uma voz suave.	SUAVE ELE AUDITÓRIO VOZ SEU DIRIGIR
Ele vive em Nagasaki.	ELE NAGASAKI VIVER
Ele tinha os cabelos longos.	LONGOS ELE CABELOS TER
Ele ascendeu rapidamente ao cume.	RAPIDAMENTE ELE CUME ASCENDER
Ele abriu as jaulas.	ELE JAULAS ABRIR
Ele disparou contra o pássaro, mas falhou.	ELE PÁSSARO DISPARAR MAS ELE FALHAR
Intuitivamente, ele sabia que ela estava a mentir.	INTUITIVO ELE ELE MENTIR SABER
Ele fala de maneira franca.	FRANCO ELE MANEIRA FALAR
Estava de mau humor, o que era inabitual com ele.	HUMOR O ELE INABITUAL SER
Ele deu uma breve olhada aos passantes.	ELE BREVE PASSANTES DAR OLHAR
Roubaram-lhe o dinheiro na rua.	RUA DINHEIRO ELES ROUBAR
Ele conseguiu livrar-se sozinho do hábito de roer as unhas.	ELE SÓ HÁBITO UNHAS LIVRAR CONSEGUIR ROER
Ele adora ir à pesca.	ELE PESCA IR ADORAR
Ele está completamente louco.	ELE LOUCO
Esta mesa está limpa.	ESTE MESA LIMPA
Ela é famosa como cantora, mas não como poeta.	COMO ELE MULHER CANTOR MAS POETA FAMOSO COMO (NÃO)
Eu preciso de mais ouro.	EU PRECISO OURO MAIS
Eu quero meu dinheiro de volta.	EU VOLTA DINHEIRO MEU QUERER
O que está acontecendo nessa cidade?	{O ESSE CIDADE ACONTECER}(q)
Isso é de verdade?	{ISSO VERDADE}(q)
Isso é real?	{ISSO REAL}(q)
Eu uso o Firefox.	EU USO FIREFOX
Ele tem três filhos homens.	FILHO ELE 3 HOMEM TER
O câncer é um grande inimigo da humanidade.	CÂNCER GRANDE INIMIGO HUMANIDADE
Me desculpe, mas não entregaram leite na minha casa hoje.	EU DESCULPAR MAS HOJE LEITE CASA MEU ELES ENTREGAR (NÃO)
Me dê a colher.	EU COLHER DAR
Eu gosto de maçã.	EU MAÇÃ GOSTAR
Quem vai limpar hoje à noite?	HOJE NOITE LIMPAR QUEM (NÃO)
Continua.	ELE CONTINUAR
Não saia, pois está chovendo.	POIS SAIA CHOVER (NÃO)
Nosso filho morreu durante a guerra.	FILHO GUERRA NOSSO MORRER
Todos gostam dela.	TODO ELE GOSTAR
Todo mundo gosta dela.	TODO MUNDO ELE GOSTAR
O telefone tocou por bastante tempo.	TELEFONE TEMPO BASTANTE TOCAR
Ela almoça aqui de tempos em tempos.	AQUI ELE TEMPOS TEMPOS ALMOÇAR
Não faça com os outros o que você não quer que seja feito com você.	QUE OUTROS VOCÊ FAZER VOCÊ O NÃO_QUERER FAZER {NÃO}(headshake)
Também estamos sem ovos.	TAMBÉM OVOS
Nosso restaurante é o melhor.	RESTAURANTE MELHOR NOSSO
Você vai voltar amanhã?	{AMANHÃ VOCÊ VOLTAR}(q)
Quantos livros ele tem?	LIVRO ELE TER QUANTOS (NÃO)
Ela veio para Tóquio aos 18 anos.	ELE TÓQUIO 18 ANO VIR
Mas eu não sei fazer kebabs!	MAS EU KEBABS FAZER NÃO_SABER {NÃO}(headshake)
Nosso restaurante é melhor do que aquele outro.	MELHOR DO QUE RESTAURANTE NOSSO AQUELE OUTRO
Corte as batatas.	BATATAS CORTE
Ela está morta.	ELE MORTO
Ela não é alta.	ELE ALTA (NÃO)
Somos uma fortaleza.	FORTALEZA
A verdade prevalece.	VERDADE PREVALECER
Queremos continuar sendo o que somos.	QUERER O CONTINUAR SER
Um por todos e todos por um.	TODO 1 0 SÓ TODOS
Uma vez ladrão, sempre ladrão.	UMA VEZ LADRÃO LADRÃO
Você quer trabalhar na METRO?	{VOCÊ METRO TRABALHAR QUERER}(q)
Receba tanto um telefone como acesso à internet em um único pacote!	COMO UNICO INTERNET TELEFONE ACESSO PACOTE TANTO ELE RECEBER
Almaty é a minha cidade favorita!	ALMATY CIDADE MEU
Celebre com estilo!	ESTILO ELE CELEBRAR
A sorte está lançada.	SORTE LANÇAR
Eu fui ao banco retirar dinheiro.	EU BANCO DINHEIRO RETIRAR IR
Eu fui no banco sacar dinheiro.	EU BANCO SACAR DINHEIRO IR
Eu lavo minhas mãos antes de almoçar.	ANTES EU MEU ALMOÇAR MÃOS LAVAR
Eu sou o alfa e o ômega, o primeiro e o último, o começo e o fim.	EU ALFA SÓ ÚLTIMO ÔMEGA PRIMEIRO COMEÇO FIM SER
Lembre da sua humanidade e esqueça o resto.	HUMANIDADE SEU ELE LEMBRAR SÓ RESTO ELE ESQUECER
Liderança moral é mais poderosa do que qualquer arma.	LIDERANÇA QUALQUER PODEROSO MAIS DO QUE ARMA
A união faz a força.	UNIÃO FORÇA FAZER
Eu estava esperando que você dissesse isso.	EU VOCÊ DIZER ISSO ESPERAR
Eu tinha quinze anos nesta foto.	EU ESTE ANO 15 FOTO TER
Eu nasci dia 23 de março de 1969, em Barcelona.	EU 23 DIA MARÇO 1969 BARCELONA NASCER
Eu te quero.	EU QUERER
Eu quero que você venha cá.	CÁ EU VOCÊ QUERER
Eu quero que você esteja aqui.	AQUI EU VOCÊ
Eu quero trabalhar com sua empresa.	EU EMPRESA SEU TRABALHAR QUERER
Eu quero te dizer uma coisa estranha.	EU ESTRANHO COISA DIZER QUERER
Quero tomar um banho.	BANHO TOMAR EU QUERER
Quero aproveitar a oportunidade de falar com o governador.	OPORTUNIDADE GOVERNADOR APROVEITAR EU QUERER FALAR
Quero lhe mostrar uma vista espetacular.	LHE ESPETACULAR VISTA MOSTRAR QUERER
Eu nasci em 1988 em York.	EU YORK 1988 NASCER
Eu nasci no ano de 1988 em York.	EU ANO 1988 YORK NASCER
Eu desejo fazer uma ligação local, para o número 20-36-48.	EU LOCAL NÚMERO 0 LIGAÇÃO FAZER DESEJAR
Eu quero te beijar.	EU TU BEIJAR QUERER
Estou a fim de fazer compras.	COMPRAS
Quero ir fazer compras.	COMPRAS FAZER EU QUERER
Eu quero te conhecer melhor.	EU MELHOR CONHECER QUERER
Quero limpar a casa antes que meus pais cheguem.	ANTES PAIS CASA MEU CHEGAR LIMPAR QUERER
Quero sacar um cheque.	CHEQUE SACAR EU QUERER
Quero estar com você para sempre.	SEMPRE VOCÊ
Eu quero o bolo maior.	MAIOR EU BOLO QUERER
Eu quero isso depois.	DEPOIS EU ISSO QUERER
Eu quero tomar café da manhã no meu quarto.	EU CAFÉ MANHÃ QUARTO MEU TOMAR QUERER
Quero um quarto para hoje à noite.	HOJE QUARTO NOITE EU QUERER
Quero um livro. Onde fica a livraria?	LIVRO EU QUERER LIVRARIA ELE FICAR ESPERA AÍ (NÃO)
Quero um bolo azul.	AZUL BOLO EU QUERER
Normalmente eu como muito.	NORMAL EU COMO
Eu uso o Yahoo! para buscar na internet.	EU USO YAHOO INTERNET BUSCAR
Eu uso a internet para fazer negócios.	EU USO INTERNET NEGÓCIOS
Eu acho que você cometeu um erro.	EU VOCÊ ERRO ACHAR
Eu acho que Juan gosta de María.	EU JUAN MARÍA ACHAR
Eu acho que durante a semana.	EU SEMANA ACHAR
Durante a semana, penso eu.	EU SEMANA PENSAR
Eu acho o castelo de Malbork maravilhoso.	MARAVILHOSO EU CASTELO MALBORK ACHAR
Acho que alguém está batendo na porta.	ALGUÉM PORTA ACHAR
Ele tomou um banho antes do café da manhã.	ANTES ELE BANHO CAFÉ MANHÃ TOMAR
Ele costumava comer pão no café da manhã.	ELE PÃO CAFÉ MANHÃ COMER COSTUMAR
Ele perdeu as esperanças e se matou com veneno.	ELE ESPERANÇAS PERDER SÓ VENENO ELE MATAR
Como eles estavam conversando em chinês, eu não consegui entender absolutamente nada.	ABSOLUTO ELES EU COMO CONVERSAR CHINÊS NADA ENTENDER CONSEGUIR (NÃO)
Depois de lavar as janelas, parece sempre que há traços de sujeira.	DEPOIS SEMPRE QUE JANELAS HAVER LAVAR TRAÇOS SUJEIRA PARECER
Mal saí da loja, dei de cara com o meu professor.	MAL SAÍ DAR LOJA PROFESSOR CARA MEU
Se você quiser emagrecer, deveria parar de beliscar.	SE VOCÊ QUERER EMAGRECER PARAR BELISCAR DEVER
Não deixe de me visitar qualquer dia desses.	QUALQUER EU DIA VISITAR DEIXAR (NÃO)
Você podia massagear meu peito?	{VOCÊ PEITO MEU MASSAGEAR PODER}(q)
Isso vai acabar com a sua dor de cabeça num instante.	ISSO DOR CABEÇA INSTANTE SEU ACABAR
Por causa deles, eu finalmente me recuperei.	FINAL EU CAUSA ELES EU RECUPERAR
Rir de seus próprios problemas é a cara dele.	PROBLEMA SEU RIR CARA DELE
Sou contra esse projeto de lei.	ESSE PROJETO LEI
Eu queria ter sido mais simpático com a menina.	EU QUERER SIMPÁTICO MULHER MENINO MAIS
Dizem que sete é um número que dá sorte.	DIZER NÚMERO SORTE DAR
É logo na esquina.	LOGO ESQUINA
Muito romântico!	ROMÂNTICO
O seu rendimento anual é maior do que o do seu irmão.	RENDIMENTO SEU SEU DO QUE O MAIOR IRMÃO
Ensino chinês.	ENSINO CHINÊS
Não quero pôr a sua teoria em dúvida.	TEORIA DÚVIDA SEU PÔR EU NÃO_QUERER {NÃO}(headshake)
Fizeste tu próprio essa boneca?	{TU PRÓPRIO ESSE BONECA FAZER}(q)
A tua equipa é melhor do que a nossa.	DO QUE MELHOR TEU EQUIPA NOSSO
É um bom manual.	BOM MANUAL
Gosto de viajar com o meu carro.	GOSTO CARRO MEU VIAJAR
Quando se trata de inglês, sou o melhor.	QUANDO ELE TRATAR MELHOR INGLÊS
Hoje temos exame de inglês.	HOJE EXAME INGLÊS NÓS TER
Obviamente, esse rumor é falso.	OBVIAMENTE ESSE RUMOR FALSO
A sua reacção ao seu atraso foi de despedi-la.	REACÇÃO SEU ATRASO SEU DESPEDIR IR
A reunião vai começar às quatro em ponto.	REUNIÃO PONTO 4 COMEÇAR
A estrada é direita, mas o declive é íngreme.	ESTRADA DIREITO MAS DECLIVE ÍNGREME
Ele gritou de dor.	ELE DOR GRITAR
Acabou o seu trabalho?	{TRABALHO SEU ELE ACABAR}(q)
Ele seria o último a trair os seus amigos.	ELE ÚLTIMO AMIGOS SEU
John é o mais alto dos dois, e mais alto que todos.	MAIS JOHN ALTO 2 SÓ ALTO TODO
Dormiste bem?	{BEM TU DORMIR}(q)
A mulher de meia idade continuou a falar alto durante todo a viagem.	IDADE TODO MULHER MEIO ALTO VIAGEM FALAR CONTINUAR
Mas que raios estás tu a fazer aqui?	{MAS AQUI RAIOS TU FAZER}(q)
Gostaria de fazer uma transferência de dez dólares.	TRANSFERÊNCIA 10 DÓLAR FAZER ELE GOSTAR
O meu pai comprou-me um relógio de que não gosto muito.	PAI RELÓGIO MEU COMPRAR GOSTAR (NÃO)
Quando pedi por ele, estava ocupado a trabalhar.	QUANDO DELE EU PEDIR OCUPAR TRABALHAR
Ela não aceitou a proposta.	ELE PROPOSTA ACEITAR (NÃO)
Tu nadas muito melhor do que ele.	TU MELHOR DO QUE ELE
A minha mulher telefona-me regularmente quando eu estou de viagem noutro país.	REGULAR MULHER MEU EU TELEFONAR QUANDO EU OUTRO VIAGEM PAÍS
O meu pai está a fazer a barba na casa de banho.	PAI BARBA MULHER CASA BANHO MEU FAZER
Ela não é mais bonita que a sua mãe.	ELE SEU BONITO MÃE MAIS (NÃO)
O dicionário de que ele falou não está disponível na biblioteca.	ELE DICIONÁRIO DISPONÍVEL FALAR (NÃO)
Lidas bem com mulheres.	MULHER MULHER LER
De repente o tempo aqueceu.	TEMPO REPENTE AQUECER
Estava cheio de fome quando cheguei a casa.	CHEIO FOME QUANDO CASA EU CHEGAR
Ainda há muito por fazer.	AINDA FAZER HAVER
Meu pai está se barbeando no banheiro.	PAI BANHEIRO MEU BARBEAR
Estou ocupado demais para ir.	DEMAIS OCUPAR IR
Eu não tô nem aí para o mercado de ações!	AÍ EU NEM TÔ MERCADO MULHER AÇÃO (NÃO)
Eu normalmente durmo às nove.	NORMAL EU 9 DORMIR
A entrada é restrita a funcionários.	ENTRADA RESTRITO FUNCIONÁRIOS
Você pode adicionar sentenças que você não sabe traduzir.	VOCÊ VOCÊ SENTENÇAS ADICIONAR PODER TRADUZIR NÃO_SABER {NÃO}(headshake)
É perigoso para ti nadar neste rio.	PERIGOSO TU ESTE RIO
A cerimónia começou mal eu entrei no átrio.	MAL CERIMÓNIA EU ÁTRIO COMEÇAR
Havia vários tipos de doces.	VÁRIOS TIPOS DOCES HAVER
Assim o fizemos, segundo um antigo costume.	ASSIM ANTIGO O COSTUME FAZER
Roubaram o meu dinheiro.	DINHEIRO MEU ELES ROUBAR
Comprei-o por dez dólares.	DÓLAR O 10 COMPRAR
A propósito de Nagoia, já foste a Seto?	{JÁ SETO PROPÓSITO NAGOIA IR}(q)
O meu filho quer ser um Lincoln.	FILHO LINCOLN MEU
A Judy mandou o seu filho à cama.	JUDY FILHO CAMA SEU MANDAR
Estou impaciente de ir à festa.	IMPACIENTE FESTA IR
Ele gosta de fazer tudo ele mesmo.	MESMO ELE TUDO ELE FAZER GOSTAR
Ó não, o meu passaporte desapareceu!	Ó PASSAPORTE MEU DESAPARECER (NÃO)
Eu vivi aqui durante trinta anos.	AQUI 30 EU ANO VIVER
Alguma coisa bloqueou a canalização.	ALGUM COISA CANALIZAÇÃO BLOQUEAR
Aprender inglês é um grande esforço.	APRENDER GRANDE ESFORÇO
Decidi correr todas as manhãs.	TODAS AS MANHÃS CORRER EU DECIDIR
O sinal avisa de que a polícia rebocará o seu carro se estacionar aqui.	AQUI SINAL POLÍCIA CARRO SEU REBOCAR ESTACIONAR AVISAR
O nosso convidado está lá embaixo à nossa espera.	LÁ CONVIDADO NOSSO NOSSO EMBAIXO ESPERA
Ken e Meg são ambos meus amigos.	KEN SÓ MEG AMBOS AMIGOS MEU
Pareces preconceituoso em relação às ideias que vêm do estrangeiro.	PENSAR RELAÇÃO ESTRANGEIRO PARECER VIR
Devo-lhe 50.000 ienes.	IENE 50.000 EU DEVER
Há um problema com essa televisão?	{ESSE TELEVISÃO PROBLEMA HAVER}(q)
É difícil calcular os resultados da eleição.	DIFÍCIL CALCULAR RESULTADOS ELEIÇÃO
Que bom da sua parte.	PARTE SEU
O Joe e eu vimos um leão ontem.	JOE SÓ ONTEM EU LEÃO VIR
A ver pelo céu, amanhã teremos um belo dia.	AMANHÃ BELO CÉU VER DIA NÓS TER
Ele salvou o rapaz do afogamento, mas ao custo da sua própria vida.	PRÓPRIO ELE RAPAZ SEU MAS AFOGAMENTO CUSTO VIDA SALVAR
O Tom está a deixar o bigode crescer.	BIGODE TOM DEIXAR CRESCER
O óleo não se mistura com água.	ÓLEO ÁGUA MISTURAR (NÃO)
Vem conosco.	CONOSCO ELE VIR
Ela disse que iria provavelmente chover.	PROVAVELMENTE ELE CHOVER DIZER
Ele estava deitado de costas.	ELE COSTAS
Algo ficou preso no encanamento.	ALGO PRESO ENCANAMENTO FICAR
A julgar pelo céu, amanhã teremos um belo dia.	AMANHÃ BELO JULGAR CÉU DIA NÓS TER
Venha com a gente.	GENTE EU VIR
Tom está deixando o bigode crescer.	BIGODE TOM CRESCER DEIXAR
A discrição é uma virtude rara e importante.	DISCRIÇÃO IMPORTANTE VIRTUDE RARO SÓ
O site já está disponível em 7 línguas e esperamos introduzir novas opções nas próximas semanas.	JÁ SITE DISPONÍVEL 7 LÍNGUA SÓ NOVAS PRÓXIMAS SEMANAS MULHER OPÇÃO INTRODUZIR NÓS ESPERAR
Sysko está planejando comprar a Microsoft.	SYSKO MICROSOFT COMPRAR PLANEJANDO
A gigante da indústria de alimentação para animais vai vender bilhetes de avião.	GIGANTE INDÚSTRIA ANIMAIS ALIMENTAÇÃO BILHETES AVIÃO VENDER
RING, a segunda maior operadora móvel da América Latina, vai comercializar, a partir desta sexta-feira, cabinas telefónicas.	RING ESTE AMÉRICA LATINA MULHER OPERADOR MULHER SEXTA FEIRA CABINAS TELEFÓNICAS COMERCIALIZAR
A ministra da Saúde confirmou hoje que o seu ministério tem crescido continuamente desde 2002.	HOJE MINISTRA MINISTÉRIO SAÚDE SEU CRESCER CONTINUAMENTE 2002 CONFIRMAR
Como te chamas?	TU PESSOA COMO (NÃO)
O leão é o rei dos animais.	LEÃO ANIMAIS
Boa noite. Tenha bons sonhos.	NOITE BOM SONHOS EU TER
Por que eu devo fazer isso?	{EU ISSO FAZER DEVER}(q)
Você está totalmente correto.	TOTAL VOCÊ CORRETAR
Eu não sou misógino, mas se eu fosse eu te faria uma exceção.	EU MISÓGINO MAS SE EU EU EXCEÇÃO TU FAZER FOSSAR (NÃO)
Entendeu?	{ELE ENTENDER}(q)
Você se importa se eu for junto?	{JUNTO VOCÊ SE EU IR IMPORTAR}(q)
Em que você se interessa?	{VOCÊ INTERESSAR}(q)
Ela não é médica.	ELE MÉDICO (NÃO)
